supplement,contraindications,condition,problem_category,category,category_source,indication_summary,indication_summary_confidence,pmid,year,title,study_design,outcome_direction,notes,doses,demographics,study_categories,source_conditions,original_labels,evidence_tier_study,evidence_tier_confidence,evidence_tier_rationale
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Joint Pain,,Musculoskeletal & Pain,manual_pair,"The evidence for glucosamine in treating knee pain from osteoarthritis is predominantly positive, with five randomized controlled trials reporting benefits, particularly at doses of 1500 mg. However, two studies presented mixed outcomes, indicating that while glucosamine may be effective, results can vary depending on the formulation and comparison treatments used. No significant adverse effects were reported in the reviewed studies.",0.85,28790224,2017,Comparison of Glucosamine-Chondroitin Sulfate with and without Methylsulfonylmethane in Grade I-II Knee Osteoarthritis: A Double Blind Randomized Controlled Trial.,randomized_controlled_trial,benefit,The study found significant clinical benefits for the combination treatment involving glucosamine.,1500 mg once daily 3 months (glucosamine-chondroitin sulfate),Osteoarthritis,,knee osteoarthritis,"knee osteoarthritis; musculoskeletal pain; osteoarthritis of the knee joint; osteoarthritis, knee",,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Joint Pain,,Musculoskeletal & Pain,manual_pair,"The evidence for glucosamine in treating knee pain from osteoarthritis is predominantly positive, with five randomized controlled trials reporting benefits, particularly at doses of 1500 mg. However, two studies presented mixed outcomes, indicating that while glucosamine may be effective, results can vary depending on the formulation and comparison treatments used. No significant adverse effects were reported in the reviewed studies.",0.85,26937646,2016,"The efficacy and safety of a combination of glucosamine hydrochloride, chondroitin sulfate and bio-curcumin with exercise in the treatment of knee osteoarthritis: a randomized, double-blind, placebo-controlled study.",randomized_controlled_trial,benefit,"The study showed significant improvements in pain and function in knee OA patients, indicating a benefit from the treatment.",2 tablets daily 8 weeks (CartiJoint Forte),Osteoarthritis,,knee osteoarthritis,"knee osteoarthritis; musculoskeletal pain; osteoarthritis of the knee joint; osteoarthritis, knee",,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Joint Pain,,Musculoskeletal & Pain,manual_pair,"The evidence for glucosamine in treating knee pain from osteoarthritis is predominantly positive, with five randomized controlled trials reporting benefits, particularly at doses of 1500 mg. However, two studies presented mixed outcomes, indicating that while glucosamine may be effective, results can vary depending on the formulation and comparison treatments used. No significant adverse effects were reported in the reviewed studies.",0.85,25589511,2016,"Combined chondroitin sulfate and glucosamine for painful knee osteoarthritis: a multicentre, randomised, double-blind, non-inferiority trial versus celecoxib.",randomized_controlled_trial,benefit,The study demonstrated comparable efficacy of glucosamine combined with chondroitin sulfate to celecoxib in reducing pain and other symptoms in knee osteoarthritis.,500 mg three times a day 6 months (hydrochloride),Osteoarthritis,,knee osteoarthritis,"knee osteoarthritis; musculoskeletal pain; osteoarthritis of the knee joint; osteoarthritis, knee",,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Joint Pain,,Musculoskeletal & Pain,manual_pair,"The evidence for glucosamine in treating knee pain from osteoarthritis is predominantly positive, with five randomized controlled trials reporting benefits, particularly at doses of 1500 mg. However, two studies presented mixed outcomes, indicating that while glucosamine may be effective, results can vary depending on the formulation and comparison treatments used. No significant adverse effects were reported in the reviewed studies.",0.85,38785054,2023,"[Comparative efficacy of a combination of undenatured type II collagen, Boswellic acids, methylsulfonylmethane, vitamins C and D3 and a combination of chondroitin sulfate and glucosamine hydrochloride in the treatment of primary osteoarthritis of the knee joint].",randomized_controlled_trial,mixed_unclear,"The study showed improvements in WOMAC index and pain, but no significant intergroup differences, indicating mixed outcomes.",1 capsule per day 6 months (Artneo),Osteoarthritis,,osteoarthritis of the knee joint,"knee osteoarthritis; musculoskeletal pain; osteoarthritis of the knee joint; osteoarthritis, knee",,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Neck Pain,,Musculoskeletal & Pain,manual_pair,"One randomized trial reported a benefit of glucosamine hydrochloride in treating cervical spondylosis, showing significant treatment efficacy and patient satisfaction compared to a reference group. However, the overall evidence is limited, with only one study available, and no adverse effects were noted. Further research is needed to confirm these findings and establish consistent dosing guidelines.",0.7,30203748,2018,Clinical efficacy of glucosamine hydrochloride tablets in the treatment of cervical spondylosis.,randomized_controlled_trial,benefit,The study shows significant advantages in treatment efficacy and patient satisfaction with glucosamine compared to the reference group.,(tablets),Cervical Spondylosis,,cervical spondylosis,cervical spondylosis,,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Joint Pain,,Musculoskeletal & Pain,manual_pair,"The clinical evidence for glucosamine in the treatment of osteoarthritis is mixed and unclear, with two studies reporting variable outcomes. One study noted no significant differences in pharmacokinetics, while another suggested some pain reduction without statistical significance. No consistent dosing information was provided across studies, and no evidence of harm was reported.",0.7,32118508,2020,Phonophoretic application of a glucosamine and chondroitin nanoemulsion for treatment of knee chondropathies.,randomized_controlled_trial,mixed_unclear,"The study showed some pain reduction and recovery in patients, but no statistical significance was found.",(nanoemulsion),Chondropathy,,osteoarthritis,osteoarthritis,,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Endothelial Function,,Heart & Vascular Health,manual_pair,"There is limited evidence suggesting that glucosamine may improve vascular endothelial function, as indicated by one study that reported a benefit with a daily dose of 3000 mg for four weeks. However, due to the low quantity of studies and lack of corroborating evidence, the overall confidence in glucosamine's effectiveness for poor vascular health remains low.",0.2,29151484,2017,Oral Administration of Glucosamine Improves Vascular Endothelial Function by Modulating Intracellular Redox State.,clinical_trial,benefit,"Glucosamine administration improved vascular endothelial function and intracellular redox state, indicating a beneficial effect.",3000 mg daily 4 weeks,,"Immune, Inflammation, & Infection",atherosclerosis,atherosclerosis; cardiovascular mortality; vascular endothelial function,,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Skin Aging Prevention,,"Skin, Hair, & Nails",manual_pair,"The evidence for glucosamine in addressing skin ageing is limited, with a single clinical trial reporting a positive effect on skin markers associated with ageing at a dose of 250 mg once daily for 8 weeks. Overall, the quality of evidence is low, and further research is needed to confirm these findings and assess long-term safety and efficacy.",0.7,28214837,2017,Efficacy of Glucosamine Sulphate in Skin Ageing: Results from an ex vivo Anti-Ageing Model and a Clinical Trial.,clinical_trial,benefit,The study shows a positive effect of glucosamine on skin markers associated with ageing.,250 mg once daily 8 weeks,,,skin ageing,skin ageing,,,
Glucosamine,Statistically significant rise of intraocular pressure in elderly patients; changes in glucose tolerance; fatigue; gastrointestinal tract side effects; headache; mild and transient adverse effects similar to placebo; no increased wound bleeding observed in patients treated with antiplatelet drugs; rash; risk of diarrhea; risk of dyspepsia,Inflammation,,"Immune, Inflammation, & Infection",manual_pair,"One randomized trial reported a benefit of glucosamine (1500 mg daily for 28 days) in reducing serum CRP concentrations, suggesting a potential effect on systemic inflammation. However, the overall evidence is limited, with only one study demonstrating this outcome and no additional studies to corroborate the findings. No adverse effects were reported in the available evidence.",0.7,25719429,2015,Randomized trial of glucosamine and chondroitin supplementation on inflammation and oxidative stress biomarkers and plasma proteomics profiles in healthy humans.,randomized_controlled_trial,benefit,"The study found a significant reduction in serum CRP concentrations, indicating a benefit in reducing systemic inflammation.",1500 mg daily 28 days (hydrochloride),Overweight,,inflammation,inflammation; oxidative stress,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Cystic Fibrosis,,Respiratory Health,manual_pair,"One pilot randomized trial reported a beneficial effect of oral glycine (0.5 g/kg daily for 8 weeks) on clinical, spirometric, and inflammatory outcomes in individuals with cystic fibrosis. However, the evidence is limited to a single study, and further research is needed to confirm these findings and assess long-term safety and efficacy.",0.7,29246256,2017,"Effect of oral glycine on the clinical, spirometric and inflammatory status in subjects with cystic fibrosis: a pilot randomized trial.",randomized_controlled_trial,benefit,"The study showed improvement in clinical, spirometric, and inflammatory outcomes after glycine intake, indicating a beneficial effect.",0.5 g/kg daily 8 weeks (oral),,,cystic fibrosis,cystic fibrosis,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Schizophrenia,,"Energy, Mood, & Mental Health",manual_pair,"One randomized trial reported a benefit of glycine on working memory accuracy in healthy and schizophrenia subjects, with doses ranging from 10 mg to 60 mg taken twice a day. However, the overall evidence is limited, and further studies are needed to confirm these findings and assess long-term effects and safety.",0.7,29499855,2018,"Dose-Related Target Occupancy and Effects on Circuitry, Behavior, and Neuroplasticity of the Glycine Transporter-1 Inhibitor PF-03463275 in Healthy and Schizophrenia Subjects.",randomized_controlled_trial,benefit,"The study shows improvement in working memory accuracy, indicating a benefit from the intervention.",10 mg twice a day; 20 mg twice a day; 40 mg twice a day; 60 mg twice a day,,,cognitive impairments associated with schizophrenia,cognitive impairments associated with schizophrenia,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Parkinson's Disease Neuropsychiatric Symptoms,,"Energy, Mood, & Mental Health",manual_pair,"The evidence for glycine in the treatment of depression is limited but suggests potential benefits, with two studies reporting positive outcomes. One study indicated significant improvement in neuropsychiatric symptoms and depression in patients with Parkinson's disease, while another trial showed a reduction in depressive symptoms with GLYX-13, a glycine site partial agonist, at doses ranging from 1 to 30 mg/kg. Overall, the quality of evidence is low, and further research is needed to establish efficacy and safety.",0.7,24612097,2014,Activation of N-methyl-D-aspartate receptor glycine site temporally ameliorates neuropsychiatric symptoms of Parkinson's disease with dementia.,randomized_controlled_trial,benefit,"The study shows significant improvement in neuropsychiatric symptoms and depression in patients treated with sarcosine, indicating a beneficial effect.",8 weeks,Parkinson's Disease,,depression,depression; major depressive disorder; neuropsychiatric symptoms; parkinson's disease with dementia,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Excessive Hair Growth,,"Skin, Hair, & Nails",manual_pair,"One randomized controlled trial reported a benefit of a cream containing 4% capryloyl glycine applied twice daily for four months in improving hypertrichosis. However, the evidence is limited to a single study, and further research is needed to confirm these findings and assess long-term safety and efficacy.",0.7,33934471,2021,Capryloyl glycine and soy isoflavonoids in hypertrichosis: An experimental and placebo-controlled clinical study.,randomized_controlled_trial,benefit,The study showed significant improvement in hypertrichosis with the cream containing glycine.,4 % twice/day four months (cream),,,hypertrichosis,hypertrichosis,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Skin Aging Prevention,,"Skin, Hair, & Nails",manual_pair,"One randomized controlled trial indicates that glycine, in the form of 2-Mercaptonicotinoyl glycine at doses of 0.5% and 1% in a cosmetic formula, may reduce skin pigmentation caused by UV exposure. However, the evidence is limited to a single study, and further research is needed to confirm these findings and assess long-term safety and efficacy.",0.7,38372022,2024,2-Mercaptonicotinoyl glycine prevents UV-induced skin darkening and delayed tanning in healthy subjects: A randomized controlled clinical study.,randomized_controlled_trial,benefit,"The study shows that 2-MNG significantly reduces skin pigmentation caused by UV exposure, indicating a beneficial effect.",0.5 % application (cosmetic formula); 1 % application (cosmetic formula),,,delayed tanning,delayed tanning; skin pigmentation; uv-induced skin darkening,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,High Uric Acid,,Heart & Vascular Health,manual_pair,"Human clinical evidence suggests that glycine supplementation may reduce serum uric acid levels, with two randomized controlled trials reporting beneficial effects. One study utilized a dose of 3.0 g of a glycine and tryptophan mixture daily for six weeks. No adverse effects were reported in the studies, but the overall evidence remains limited and further research is needed to confirm these findings.",0.8,31652875,2019,"Combined Supplementation with Glycine and Tryptophan Reduces Purine-Induced Serum Uric Acid Elevation by Accelerating Urinary Uric Acid Excretion: A Randomized, Single-Blind, Placebo-Controlled, Crossover Study.",randomized_controlled_trial,benefit,"The study shows that glycine supplementation significantly reduced serum uric acid levels, indicating a beneficial effect.",,,,mild hyperuricemia,mild hyperuricemia,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,High Uric Acid,,Heart & Vascular Health,manual_pair,"Human clinical evidence suggests that glycine supplementation may reduce serum uric acid levels, with two randomized controlled trials reporting beneficial effects. One study utilized a dose of 3.0 g of a glycine and tryptophan mixture daily for six weeks. No adverse effects were reported in the studies, but the overall evidence remains limited and further research is needed to confirm these findings.",0.8,30845731,2019,"Serum Uric Acid-Lowering Effects of Combined Glycine and Tryptophan Treatments in Subjects with Mild Hyperuricemia: A Randomized, Double-Blind, Placebo-Controlled, Crossover Study.",randomized_controlled_trial,benefit,"The study shows a significant decrease in serum uric acid levels, indicating a beneficial effect of glycine supplementation.",3.0 g once daily 6 weeks (powder mixture),,,mild hyperuricemia,mild hyperuricemia,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Muscle Growth,,Performance & Recovery,manual_pair,"There is limited evidence suggesting that glycine may increase fat-free mass in malnourished hemodialysis patients, as indicated by one randomized double-blind crossover trial that reported a benefit with a dose of 7 g taken orally twice daily for 4 months. Overall, the evidence is low-quality and further research is needed to establish the efficacy and safety of glycine for low muscle mass in broader populations.",0.7,34519439,2021,Glycine increases fat-free mass in malnourished haemodialysis patients: a randomized double-blind crossover trial.,randomized_controlled_trial,benefit,"Glycine improved fat-free mass index in patients, indicating a beneficial effect.",7 g 2 times/day 4 months (oral),CKD; Hemodialysis,,chronic haemodialysis,chronic haemodialysis; malnutrition,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Schizophrenia,,"Energy, Mood, & Mental Health",manual_pair,"The evidence for glycine in treating negative symptoms of schizophrenia is limited and mixed. One study reported a benefit with chronic administration of glycine at doses of 0.2 g/kg and 0.6 g/kg daily, while another study on a glycine transporter inhibitor showed no primary benefit but suggested potential effects at a lower dose of 15 mg. Overall, the findings are not consistent, and further research is needed to clarify its efficacy.",0.7,28602646,2018,The effects of glycine on auditory mismatch negativity in schizophrenia.,randomized_controlled_trial,benefit,"Chronic glycine administration improved clinical symptoms in schizophrenia, indicating a benefit.",0.2 g/kg single dose 6 weeks; 0.6 g/kg/day daily 6 weeks,,,schizoaffective disorder,schizoaffective disorder; schizophrenia,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Schizophrenia,,"Energy, Mood, & Mental Health",manual_pair,"The evidence for glycine in treating negative symptoms of schizophrenia is limited and mixed. One study reported a benefit with chronic administration of glycine at doses of 0.2 g/kg and 0.6 g/kg daily, while another study on a glycine transporter inhibitor showed no primary benefit but suggested potential effects at a lower dose of 15 mg. Overall, the findings are not consistent, and further research is needed to clarify its efficacy.",0.7,27789188,2017,Efficacy and safety of the glycine transporter type-1 inhibitor AMG 747 for the treatment of negative symptoms associated with schizophrenia.,randomized_controlled_trial,mixed_unclear,"The primary outcome showed no differences, but secondary outcomes indicated potential benefit at the 15 mg dose, leading to a mixed classification.",5 mg daily 12 weeks (oral); 15 mg daily 12 weeks (oral); 40 mg daily 12 weeks (oral),,,schizophrenia,schizoaffective disorder; schizophrenia,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Inflammation,,"Immune, Inflammation, & Infection",manual_pair,"One randomized clinical trial found that supplementation with Glycine and N-Acetylcysteine (GlyNAC) improved markers of oxidative stress and other age-related abnormalities in older adults over a 16-week period. However, the evidence is limited to a single study, and further research is needed to confirm these findings and assess long-term effects and safety.",0.7,35975308,2023,"Supplementing Glycine and N-Acetylcysteine (GlyNAC) in Older Adults Improves Glutathione Deficiency, Oxidative Stress, Mitochondrial Dysfunction, Inflammation, Physical Function, and Aging Hallmarks: A Randomized Clinical Trial.",randomized_controlled_trial,benefit,"The study demonstrated that GlyNAC supplementation improved multiple age-associated abnormalities, indicating a beneficial outcome.",null null null 16 weeks (GlyNAC),,Healthy Aging & Prevention,aging hallmarks,aging hallmarks; inflammation; mitochondrial dysfunction; oxidative stress; physical function,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Psychosis,,"Energy, Mood, & Mental Health",manual_pair,"The evidence for glycine in treating psychotic symptoms is limited, with only one study reporting a benefit in symptom relief for individuals with specific genetic variants. Overall, the quality of evidence is low, and no consistent dose ranges or adverse effects have been reported. Further research is needed to establish efficacy and safety.",0.6,31279534,2019,Targeted Treatment of Individuals With Psychosis Carrying a Copy Number Variant Containing a Genomic Triplication of the Glycine Decarboxylase Gene.,clinical_trial,benefit,The study demonstrated symptom relief in psychotic disorders with glycine augmentation.,,,,mood symptoms,mood symptoms; psychotic disorders,,,
Glycine,39.8% subjects had treatment-related adverse events; Stevens-Johnson Syndrome/Toxic Epidermal Necrolysis reported in one participant; dizziness; drowsiness; fatigue; higher rate of adverse effects in ferrous glycine sulfate group; insomnia; mostly central nervous system related; reversible visual adverse effects; somnolence; transient visual events; worsening schizophrenia,Vaginal Dryness,,Women's Health,manual_pair,"Two randomized, double-blind, placebo-controlled trials indicate that glycine, delivered as a 4% vaginal gel, may improve symptoms of vaginal dryness and enhance vaginal vascularization in postmenopausal women over a 12-week period. However, the evidence is limited to these studies, and no adverse effects were reported, necessitating further research to confirm these findings and establish long-term safety and efficacy.",0.8,24856055,2014,"Effects of Glycine max (L.) Merr. soy isoflavone vaginal gel on epithelium morphology and estrogen receptor expression in postmenopausal women: a 12-week, randomized, double-blind, placebo-controlled trial.",randomized_controlled_trial,benefit,"The study shows significant improvements in vaginal atrophy symptoms and related outcomes, indicating a beneficial effect of the treatment.",1 g daily 12 weeks (vaginal gel 4%),Menopause; Women,,dyspareunia,dyspareunia; postmenopausal symptoms; vaginal atrophy; vaginal dryness,,,
Grape seed extract,,Skin Aging Prevention,,"Skin, Hair, & Nails",manual_pair,"One study evaluated a water-in-oil emulsion containing 2% Muscat hamburg black grape seed extract applied twice daily for 8 weeks, reporting significant benefits in improving skin conditions related to acne without any adverse effects. Overall, the evidence is limited to a single study, indicating a need for further research to confirm these findings.",0.7,25402429,2015,Formulation and evaluation on human skin of a water-in-oil emulsion containing Muscat hamburg black grape seed extract.,randomized_controlled_trial,benefit,The formulation showed significant benefits in improving skin conditions without reported adverse effects.,2 % twice a day 8 weeks (water-in-oil emulsion),,,acne,acne; hyper-pigmentation,,,
Grape seed extract,,Weight Loss,,Weight & Body Composition,manual_pair,"Clinical evidence suggests that grape seed extract may have beneficial effects on body weight in overweight or obese individuals, with two randomized trials reporting positive outcomes. Doses reported include 300 mg daily for 12 weeks and 1 capsule daily for 28 days. However, the overall evidence is limited, and further research is needed to confirm these findings and assess long-term effects.",0.8,31713941,2020,"The effects of grape seed extract (Vitis vinifera) supplement on inflammatory markers, neuropeptide Y, anthropometric measures, and appetite in obese or overweight individuals: A randomized clinical trial.",randomized_controlled_trial,benefit,"The study showed significant reductions in body weight and inflammatory markers in the GSE group, indicating a beneficial effect on obesity and related health outcomes.",300 mg daily 12 weeks (extract),,"Immune, Inflammation, & Infection",obesity,obesity; overweight; oxidative stress,,,
Grape seed extract,,Weight Loss,,Weight & Body Composition,manual_pair,"Clinical evidence suggests that grape seed extract may have beneficial effects on body weight in overweight or obese individuals, with two randomized trials reporting positive outcomes. Doses reported include 300 mg daily for 12 weeks and 1 capsule daily for 28 days. However, the overall evidence is limited, and further research is needed to confirm these findings and assess long-term effects.",0.8,22776850,2012,"Effect of the intake of resveratrol, resveratrol phosphate, and catechin-rich grape seed extract on markers of oxidative stress and gene expression in adult obese subjects.",randomized_controlled_trial,benefit,"The study indicates a significant reduction of oxidative stress, suggesting a beneficial outcome.",1 capsule daily 28 days (capsule),Obese,,obesity,obesity; overweight; oxidative stress,,,
Grape seed extract,,Fatty Liver Disease,,Gut Health,manual_pair,"One randomized, double-blind, placebo-controlled study reported that grape seed extract (520 mg daily for 2 months) led to significant improvements in metabolic factors and liver health indicators in patients with non-alcoholic fatty liver disease (NAFLD). No studies reported mixed outcomes or harm, but the evidence is limited to a single trial, necessitating caution in interpretation.",0.8,38755622,2024,"The effects of grape seed extract supplementation on cardiovascular risk factors, liver enzymes and hepatic steatosis in patients with non-alcoholic fatty liver disease: a randomised, double-blind, placebo-controlled study.",randomized_controlled_trial,benefit,"The study showed significant improvements in various metabolic factors and liver health indicators in NAFLD patients after GSE supplementation, indicating a beneficial effect.",520 mg daily 2 months (Grape seed extract),Fatty Liver Disease,Heart & Vascular Health; Metabolic Health,hepatic steatosis,hepatic steatosis; hyperlipidemia; hypertension; insulin resistance; non-alcoholic fatty liver disease,,,
Grape seed extract,,Peridontitis,,Oral Health,manual_pair,"One randomized clinical study reported a benefit of grape seed extract gel (2% concentration) in improving gingival and plaque indices in patients with chronic periodontitis. However, the evidence is limited to a single study, and further research is needed to confirm these findings and assess long-term effects and safety.",0.7,29349878,2018,Efficacy of grape seed extract gel in the treatment of chronic periodontitis: A randomized clinical study.,randomized_controlled_trial,benefit,"The study showed significant improvement in gingival index and plaque index, indicating a benefit from the treatment.",2 % 4 times not specified (mucoadhesive GSE gel),,,chronic periodontitis,chronic periodontitis,,,
Grape seed extract,,Hypertension,,Heart & Vascular Health,manual_pair,"The evidence from multiple randomized trials indicates that grape seed extract may significantly reduce blood pressure in various populations, including healthy individuals and those with pre-hypertension or metabolic syndrome. Doses reported in these studies typically range from 150 mg to 300 mg daily. No adverse effects were noted in the studies reviewed, but the overall quality of evidence should be interpreted with caution due to variability in study designs and populations.",0.9,33132345,2020,Effects of Acute Grape Seed Extract Supplementation on Hemodynamics in Normal Body Weight and Obese Males.,randomized_controlled_trial,benefit,"The study shows a significant reduction in systolic and mean arterial blood pressure after GSE supplementation, indicating a beneficial effect on hemodynamics in both normal weight and obese males.",(Grape Seed Extract),Obese,,aortic stiffness,aortic stiffness; augmented blood pressure responses; blood pressure modulation; elevated blood pressure; elevated hypertension; high blood pressure; metabolic syndrome; obesity; overweight; perceived stress; pre-hypertension; prehypertension; stage 1 hypertension,,,
Grape seed extract,,Hypertension,,Heart & Vascular Health,manual_pair,"The evidence from multiple randomized trials indicates that grape seed extract may significantly reduce blood pressure in various populations, including healthy individuals and those with pre-hypertension or metabolic syndrome. Doses reported in these studies typically range from 150 mg to 300 mg daily. No adverse effects were noted in the studies reviewed, but the overall quality of evidence should be interpreted with caution due to variability in study designs and populations.",0.9,33905304,2022,Effects of chronic dietary grape seed extract supplementation on aortic stiffness and hemodynamic responses in obese/overweight males during submaximal exercise.,clinical_trial,benefit,"The study shows a significant reduction in arterial pressure and aortic stiffness, indicating a beneficial effect of grape seed extract supplementation in the studied population.",null null daily 7 days (grape seed extract),Men; Obese; Overweight,,augmented blood pressure responses,aortic stiffness; augmented blood pressure responses; blood pressure modulation; elevated blood pressure; elevated hypertension; high blood pressure; metabolic syndrome; obesity; overweight; perceived stress; pre-hypertension; prehypertension; stage 1 hypertension,,,
Grape seed extract,,Hypertension,,Heart & Vascular Health,manual_pair,"The evidence from multiple randomized trials indicates that grape seed extract may significantly reduce blood pressure in various populations, including healthy individuals and those with pre-hypertension or metabolic syndrome. Doses reported in these studies typically range from 150 mg to 300 mg daily. No adverse effects were noted in the studies reviewed, but the overall quality of evidence should be interpreted with caution due to variability in study designs and populations.",0.9,33671310,2021,"Grape Seed Extract Positively Modulates Blood Pressure and Perceived Stress: A Randomized, Double-Blind, Placebo-Controlled Study in Healthy Volunteers.",clinical_trial,benefit,The study demonstrated a significant benefit in modulating blood pressure and perceived stress in healthy volunteers.,300 mg daily 16 weeks (tablets),,"Energy, Mood, & Mental Health",blood pressure modulation,aortic stiffness; augmented blood pressure responses; blood pressure modulation; elevated blood pressure; elevated hypertension; high blood pressure; metabolic syndrome; obesity; overweight; perceived stress; pre-hypertension; prehypertension; stage 1 hypertension,,,
